Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.density.median,log10.density.mean,sd,log10.lower.95hpd,log10.upper.95hpd,density.median,density.mean,lower.95hpd,upper.95hpd
Acomys_nesiotes,Rodentia,Muridae,1.7201593034059568,2.9796681546739263,2.9826125956048775,0.28971859559013063,2.4430881822672634,3.5720634320431026,954.2631528962022,960.7548723321538,277.3883276635179,3733.0467782809587
Acomys_percivali,Rodentia,Muridae,1.3424226808222062,3.119621647792934,3.123318470937784,0.3086969403161114,2.5306408762113564,3.736023359186613,1317.108789017249,1328.3682016085982,339.3445480928098,5445.319405300947
Acomys_russatus,Rodentia,Muridae,1.6972293427597176,3.0341193466300735,3.042087228972843,0.27444779976019973,2.500189130919938,3.5848777752137155,1081.7311764267613,1101.760578281224,316.3655100492211,3844.8356046682597
Acomys_seurati,Rodentia,Muridae,1.8524799936368563,2.9255100006568986,2.929147021871416,0.28487257911709873,2.3929319428514413,3.500412683607996,842.3837890927759,849.4679970809981,247.13368379595332,3165.284008270265
Acomys_spinosissimus,Rodentia,Muridae,1.423245873936808,2.9307698969312277,2.9271010047878243,0.2771993283079855,2.3821521214546593,3.4749550852400857,852.6482340874666,845.4754563145065,241.07497003659526,2985.073886443277
Acomys_subspinosus,Rodentia,Muridae,1.3222192947339193,3.1383772861249497,3.140694042755644,0.27207959767005835,2.6341020209195585,3.687749073221186,1375.2361698223283,1382.5920099682644,430.62775817356004,4872.468871256111
Acomys_wilsoni,Rodentia,Muridae,1.2671717284030137,3.1624871731315216,3.1617483029930336,0.31010065104436607,2.5526467537193587,3.773094293765547,1453.7414487836559,1451.2702846387097,356.9823578580011,5930.540741584411
Aconaemys_fuscus,Rodentia,Octodontidae,2.125481265700594,3.1012647761460066,3.0966919037772365,0.37570514996071225,2.348885140360728,3.8059982004707713,1262.5970670439408,1249.3723887816823,223.29815789508044,6397.321847025946
Aconaemys_porteri,Rodentia,Octodontidae,1.9637878273455553,3.188854495872886,3.1847209925014304,0.3723085436020475,2.473685775371977,3.938629325819223,1544.7368109543286,1530.1041480320962,297.636216601126,8682.190802946405
Aconaemys_sagei,Rodentia,Octodontidae,1.9845273133437926,3.175219883415234,3.1673213105569933,0.3741461780419693,2.4471346232831013,3.893438152203044,1496.9933924221227,1470.0134573796277,279.9849086732731,7824.16773304134
Acratocnus_odontrigonus,Pilosa,Megalonychidae,4.361538971269279,1.5036736416282226,1.513813478914136,0.4612720154908542,0.5963767025089872,2.401660354079248,31.891404176928255,32.64475991266067,3.947995986603039,252.15080214462384
Acratocnus_ye,Pilosa,Megalonychidae,4.328583449714202,1.5278288803877111,1.531190358506673,0.45903301907184335,0.632712840236518,2.4142581847433426,33.71544377458454,33.97741686348951,4.292525069496723,259.5722040391221
Acrobates_pygmaeus,Diprotodontia,Acrobatidae,1.0791812460476249,2.9698034390309846,2.9696366238803438,0.3953292103028438,2.1638335033988314,3.722171026947424,932.8320070056227,932.4737693659371,145.825509806189,5274.375275909137
Addax_nasomaculatus,Cetartiodactyla,Bovidae,4.8450999012723335,0.4892879876728058,0.4891033338703278,0.25108906513642393,0.007329849371646269,0.9807293048117525,3.0852331399116335,3.083921635946301,1.0170208332861246,9.565976393665114
Aegialomys_galapagoensis,Rodentia,Cricetidae,2.062581984228163,2.5398069403394627,2.5435783306621844,0.2263896700790528,2.1029782290114376,2.9870940660423164,346.58274759189726,349.6055598253197,126.75883206282937,970.7201976832861
Aegialomys_xanthaeolus,Rodentia,Cricetidae,1.9020028913507294,2.5880368419064466,2.5945764994574194,0.23053159733566683,2.178654884297325,3.0846294958582936,387.2904980102382,393.16649371414576,150.8880633145522,1215.1488937624968
Aepeomys_lugens,Rodentia,Cricetidae,1.568201724066995,2.711337197144874,2.7091493788748413,0.3460047629011329,2.0547366998342746,3.406045973598637,514.442922967982,511.8578626524806,113.4322900041298,2547.0998695252265
