"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Genus.1.1","Species.1.1","Genus.1.0","Species.1.0","EltonTraits.1.0.Genus","EltonTraits.1.0.Species","EltonTraits.1.0.Status","Departure.From.IUCN.2016.3.Taxonomy","Intrafamily.Ages.Generated.From.Genetic.Data","Analyzed.Intrafamily.Phylogeny","Included.In.Small.Tree","Hierachical.Level","Markers","Bases","Placement","Placement.Source","Taxonomy.Source","Dating.Source"
"000 Species no longer considered valid_000 Species no longer considered valid","Lagomorpha","Ochotonidae","000 Species no longer considered valid","000 Species no longer considered valid","Ochotona","himalayana","Ochotona","himalayana","Ochotona","himalayana","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Lagomorpha","Ochotonidae","000 Species no longer considered valid","000 Species no longer considered valid","Ochotona","huangensis","Ochotona","huangensis","Ochotona","huangensis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Lagomorpha","Ochotonidae","000 Species no longer considered valid","000 Species no longer considered valid","Ochotona","muliensis","Ochotona","muliensis","Ochotona","muliensis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Lagomorpha","Ochotonidae","000 Species no longer considered valid","000 Species no longer considered valid","Ochotona","nigritia","Ochotona","nigritia","Ochotona","nigritia","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Geomyidae","000 Species no longer considered valid","000 Species no longer considered valid","Orthogeomys","matagalpae","Orthogeomys","matagalpae","Orthogeomys","matagalpae","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Geomyidae","000 Species no longer considered valid","000 Species no longer considered valid","Orthogeomys","thaeleri","Orthogeomys","thaeleri","Orthogeomys","thaeleri","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Geomyidae","000 Species no longer considered valid","000 Species no longer considered valid","Pappogeomys","alcorni","Pappogeomys","alcorni","Pappogeomys","alcorni","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Hipposideridae","000 Species no longer considered valid","000 Species no longer considered valid","Paracoelops","megalotis","Paracoelops","megalotis","Paracoelops","megalotis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Diprotodontia","Vombatidae","000 Species no longer considered valid","000 Species no longer considered valid","Phascolomys","medius","Phascolomys","medius","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Proechimys","magdalenae","Proechimys","magdalenae","Proechimys","magdalenae","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Proechimys","poliopus","Proechimys","poliopus","Proechimys","poliopus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Proechimys","urichi","Proechimys","urichi","Proechimys","urichi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Sciuridae","000 Species no longer considered valid","000 Species no longer considered valid","Spermophilus","atricapillus","Spermophilus","atricapillus","Spermophilus","atricapillus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Erethizontidae","000 Species no longer considered valid","000 Species no longer considered valid","Sphiggurus","villosus","Sphiggurus","villosus","Sphiggurus","villosus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Phyllostomidae","000 Species no longer considered valid","000 Species no longer considered valid","Sturnira","thomasi","Sturnira","thomasi","Sturnira","thomasi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Cricetidae","000 Species no longer considered valid","000 Species no longer considered valid","Thomasomys","rhoadsi","Thomasomys","rhoadsi","Thomasomys","rhoadsi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Didelphimorphia","Didelphidae","000 Species no longer considered valid","000 Species no longer considered valid","Thylamys","sponsorius","Thylamys","sponsorius","Thylamys","sponsorius","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Trinomys","myosuros","Trinomys","myosuros","Trinomys","myosuros","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"Abditomys_latidens","Rodentia","Muridae","Abditomys","latidens","Abditomys","latidens","Abditomys","latidens","Abditomys","latidens","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Abditomys and Tryphomys each sister to Bullimus, Limnomys or Tarsomys","Nature 446, 507-512 (2007)",NA,NA
"Abeomelomys_sevia","Rodentia","Muridae","Abeomelomys","sevia","Abeomelomys","sevia","Abeomelomys","sevia","Abeomelomys","sevia","000 Exact match","000 None","No","Version 1.0","No","2",5,5472,NA,NA,NA,NA
"Abrawayaomys_ruschii","Rodentia","Cricetidae","Abrawayaomys","ruschii","Abrawayaomys","ruschii","Abrawayaomys","ruschii","Abrawayaomys","ruschii","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Abrawayaomys and Phaenomys each sister to Chilomys, Delomys, Rhagomys, Wilfredomys and Juliomys,  Rhipidomys, Rhagomys or Thomasomys and Aepeomys","Nature 446, 507-512 (2007). The tribe Thomasomyini is assumed monophyletic",NA,NA
"Abrocoma_bennettii","Rodentia","Abrocomidae","Abrocoma","bennettii","Abrocoma","bennettii","Abrocoma","bennettii","Abrocoma","bennettii","000 Exact match","000 None","Yes","Version 1.1","Yes","2",1,485,NA,NA,NA,NA
"Abrocoma_boliviensis","Rodentia","Abrocomidae","Abrocoma","boliviensis","Abrocoma","boliviensis","Abrocoma","boliviensis","Abrocoma","boliviensis","000 Exact match","000 None","Yes","Version 1.1","No","2",1,428,NA,NA,NA,NA
"Abrocoma_budini","Rodentia","Abrocomidae","Abrocoma","budini","Abrocoma","budini","Abrocoma","budini","Abrocoma","budini","000 Exact match","000 None","Yes","Version 1.1","Yes","4",0,0,"Abrocoma bennettii and Abrocoma boliviensis basal to rest of genus which is unresolved","Nature 446, 507-512 (2007)",NA,NA
"Abrocoma_cinerea","Rodentia","Abrocomidae","Abrocoma","cinerea","Abrocoma","cinerea","Abrocoma","cinerea","Abrocoma","cinerea","000 Exact match","000 None","Yes","Version 1.1","Yes","2",1,540,NA,"Nature 446, 507-512 (2007)",NA,NA
"Abrocoma_famatina","Rodentia","Abrocomidae","Abrocoma","famatina","Abrocoma","famatina","Abrocoma","famatina","Abrocoma","famatina","000 Exact match","000 None","Yes","Version 1.1","No","4",0,0,"Abrocoma bennettii and Abrocoma boliviensis basal to rest of genus which is unresolved","Nature 446, 507-512 (2007)",NA,NA
"Abrocoma_shistacea","Rodentia","Abrocomidae","Abrocoma","shistacea","Abrocoma","shistacea","Abrocoma","shistacea","Abrocoma","shistacea","000 Exact match","000 None","Yes","Version 1.1","No","4",0,0,"Abrocoma bennettii and Abrocoma boliviensis basal to rest of genus which is unresolved","Nature 446, 507-512 (2007)",NA,NA
"Abrocoma_uspallata","Rodentia","Abrocomidae","Abrocoma","uspallata","Abrocoma","uspallata","Abrocoma","uspallata","Abrocoma","uspallata","000 Exact match","000 None","Yes","Version 1.1","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Abrocoma_vaccarum","Rodentia","Abrocomidae","Abrocoma","vaccarum","Abrocoma","vaccarum","Abrocoma","vaccarum","Abrocoma","vaccarum","000 Exact match","000 None","Yes","Version 1.1","No","4",0,0,"Abrocoma bennettii and Abrocoma boliviensis basal to rest of genus which is unresolved","Nature 446, 507-512 (2007)",NA,NA
"Abrothrix_andinus","Rodentia","Cricetidae","Abrothrix","andinus","Abrothrix","andinus","Abrothrix","andinus","Abrothrix","andinus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1882,NA,NA,NA,NA
"Abrothrix_illutea","Rodentia","Cricetidae","Abrothrix","illutea","Abrothrix","illuteus","Abrothrix","illuteus","Abrothrix","illuteus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Abrothrix hershkovitzi or Abrothrix lanosus, Abrothrix longipilis and Abrothrix sanborni","Nature 446, 507-512 (2007)",NA,NA
"Abrothrix_jelskii","Rodentia","Cricetidae","Abrothrix","jelskii","Abrothrix","jelskii","Abrothrix","jelskii","Abrothrix","jelskii","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1883,NA,NA,NA,NA
"Abrothrix_lanosus","Rodentia","Cricetidae","Abrothrix","lanosus","Abrothrix","lanosus","Abrothrix","lanosus","Abrothrix","lanosus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1883,NA,NA,NA,NA
"Abrothrix_longipilis","Rodentia","Cricetidae","Abrothrix","longipilis","Abrothrix","longipilis","Abrothrix","longipilis","Abrothrix","longipilis","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2316,NA,NA,NA,NA
"Abrothrix_olivaceus","Rodentia","Cricetidae","Abrothrix","olivaceus","Abrothrix","hershkovitzi","Abrothrix","hershkovitzi","Abrothrix","hershkovitzi","000 Species is a synonym of a species accepted by us","000 None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrothrix_olivaceus","Rodentia","Cricetidae","Abrothrix","olivaceus","Abrothrix","markhami","Abrothrix","markhami","Abrothrix","markhami","000 Species is a synonym of a species accepted by us","000 None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrothrix_olivaceus","Rodentia","Cricetidae","Abrothrix","olivaceus","Abrothrix","olivaceus","Abrothrix","olivaceus","Abrothrix","olivaceus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3174,NA,NA,NA,NA
"Abrothrix_sanborni","Rodentia","Cricetidae","Abrothrix","sanborni","Abrothrix","sanborni","Abrothrix","sanborni","Abrothrix","sanborni","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Abrothrix lanosus or Abrothrix longipilis","Nature 446, 507-512 (2007)",NA,NA
"Acerodon_celebensis","Chiroptera","Pteropodidae","Acerodon","celebensis","Acerodon","celebensis","Acerodon","celebensis","Acerodon","celebensis","000 Exact match","000 None","No","Version 1.0","Yes","2",5,9089,NA,NA,NA,NA
"Acerodon_humilis","Chiroptera","Pteropodidae","Acerodon","humilis","Acerodon","humilis","Acerodon","humilis","Acerodon","humilis","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Acerodon_jubatus","Chiroptera","Pteropodidae","Acerodon","jubatus","Acerodon","jubatus","Acerodon","jubatus","Acerodon","jubatus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Acerodon_leucotis","Chiroptera","Pteropodidae","Acerodon","leucotis","Acerodon","leucotis","Acerodon","leucotis","Acerodon","leucotis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Acerodon_mackloti","Chiroptera","Pteropodidae","Acerodon","mackloti","Acerodon","mackloti","Acerodon","mackloti","Acerodon","mackloti","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Acinonyx_jubatus","Carnivora","Felidae","Acinonyx","jubatus","Acinonyx","jubatus","Acinonyx","jubatus","Acinonyx","jubatus","000 Exact match","000 None","Yes","Version 1.1","Yes","2",26,14345,NA,NA,NA,NA
"Acomys_airensis","Rodentia","Muridae","Acomys","airensis","Acomys","airensis","Acomys","airensis","Acomys","airensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Acomys cahirinus, Acomys dimidiatus, Acomys airensis and Acomys seurati a polytomy","Nature 446, 507-512 (2007)",NA,NA
